trace_id,started_at,ended_at,metric,verdict,score,justification,latency_ms,ttft_ms,question,model_output,ground_truth
5b138ccc-8661-4794-9e46-3a6fda3e364d,2025-10-22T05:14:49.808022+00:00,2025-10-22T05:16:41.678903+00:00,execution_accuracy,correct,1.0,La diferencia entre la salida y la referencia es menor al 20%.,2342,746,¿Cuál es el closing rate global de RocknBlock?,12.0,"{
  ""kpi_name"": ""kpi_closing_rate_global"",
  ""columns"": [
    ""total_conversions_global"",
    ""total_leads_global"",
    ""closing_rate_pct_global""
  ],
  ""type"": ""single_value"",
  ""reference_metric"": ""single"",
  ""value"": 12.0,
  ""source_column"": ""closing_rate_pct_global""
}"
5b138ccc-8661-4794-9e46-3a6fda3e364d,2025-10-22T05:14:49.808022+00:00,2025-10-22T05:16:41.678903+00:00,kpi_correctness,correct,1.0,La diferencia entre los valores es menor al 20%.,2332,746,¿Cuál es el closing rate global de RocknBlock?,12.0,"{
  ""kpi_name"": ""kpi_closing_rate_global"",
  ""columns"": [
    ""total_conversions_global"",
    ""total_leads_global"",
    ""closing_rate_pct_global""
  ],
  ""type"": ""single_value"",
  ""reference_metric"": ""single"",
  ""value"": 12.0,
  ""source_column"": ""closing_rate_pct_global""
}"
6d10c5dc-5178-46ae-be8b-a0452fbeeb9f,2025-10-22T05:17:43.161980+00:00,2025-10-22T05:19:06.018514+00:00,execution_accuracy,incorrect,0.0,La diferencia entre los valores es mayor al 40%.,2483,752,¿Cuál es el promedio global de ventas de RocknBlock?,"Volumen de ventas promedio (KPI) – Global: 9231.61 por job

Interpretación ejecutiva:
- Definición: promedio aritmético de ventas por job, calculado como ventas totales netas dividido entre el número de jobs del periodo analizado.
- Lectura: en el agregado actual, cada job genera en promedio 9231.61 en ventas. Esta cifra sirve como referencia para pricing, productividad por equipo y planificación de capacidad, siempre que se controle por mix de servicios y márgenes.
- Alcance: esta vista es transversal (no temporal), por lo que no permite inferir tendencias ni estacionalidad.

Calidad y precisión del KPI:
- Asegurar que el cálculo use ventas netas (descuentos y devoluciones aplicados, sin impuestos) y el conteo de jobs completados en el mismo periodo.
- Declarar explícitamente periodo y moneda en el encabezado del informe para una interpretación consistente.
- Considerar la dispersión: el promedio puede estar sesgado por outliers; complementar con mediana y percentiles para robustez.

Próximas acciones (priorizadas):
- Desglosar el KPI por tipo de servicio, canal y zona para identificar palancas de precio y mix.
- Detectar segmentos por debajo del promedio global y revisar políticas de descuento, empaquetado y tiempos de ciclo.
- Establecer metas por equipo/segmento acordes a su promedio histórico y ajustar capacidad según la demanda observada.
- Incorporar la serie temporal del KPI para monitorear estacionalidad y el impacto de promociones o cambios operativos.
- Añadir métricas de dispersión (mediana, p25–p75) y controlar outliers para evitar decisiones basadas en promedios distorsionados.
- Vincular el KPI con margen bruto por job para que las decisiones de pricing y capacidad maximicen contribución y no solo volumen.

Espero que esta información sea útil para la toma de decisiones. Quedo a disposición para profundizar o apoyar en el diseño de acciones específicas.","{
  ""kpi_name"": ""kpi_avg_sales_volume_global"",
  ""columns"": [
    ""total_jobs_global"",
    ""total_sales_global"",
    ""avg_sales_volume_global""
  ],
  ""type"": ""multi_value"",
  ""stats"": {
    ""total_jobs_global"": {
      ""min"": 4679.0,
      ""max"": 4679.0,
      ""mean"": 4679.0,
      ""median"": 4679.0,
      ""std"": 0.0,
      ""type"": ""sum_total""
    },
    ""total_sales_global"": {
      ""min"": 43194716.59,
      ""max"": 43194716.59,
      ""mean"": 43194716.59,
      ""median"": 43194716.59,
      ""std"": 0.0,
      ""type"": ""sum_total""
    },
    ""avg_sales_volume_global"": {
      ""min"": 9231.61,
      ""max"": 9231.61,
      ""mean"": 9231.61,
      ""median"": 9231.61,
      ""std"": 0.0,
      ""type"": ""average""
    }
  },
  ""reference_metric"": ""median""
}"
6d10c5dc-5178-46ae-be8b-a0452fbeeb9f,2025-10-22T05:17:43.161980+00:00,2025-10-22T05:19:06.018514+00:00,kpi_correctness,incorrect,0.0,La diferencia entre los valores es mayor al 40%.,2535,987,¿Cuál es el promedio global de ventas de RocknBlock?,"Volumen de ventas promedio (KPI) – Global: 9231.61 por job

Interpretación ejecutiva:
- Definición: promedio aritmético de ventas por job, calculado como ventas totales netas dividido entre el número de jobs del periodo analizado.
- Lectura: en el agregado actual, cada job genera en promedio 9231.61 en ventas. Esta cifra sirve como referencia para pricing, productividad por equipo y planificación de capacidad, siempre que se controle por mix de servicios y márgenes.
- Alcance: esta vista es transversal (no temporal), por lo que no permite inferir tendencias ni estacionalidad.

Calidad y precisión del KPI:
- Asegurar que el cálculo use ventas netas (descuentos y devoluciones aplicados, sin impuestos) y el conteo de jobs completados en el mismo periodo.
- Declarar explícitamente periodo y moneda en el encabezado del informe para una interpretación consistente.
- Considerar la dispersión: el promedio puede estar sesgado por outliers; complementar con mediana y percentiles para robustez.

Próximas acciones (priorizadas):
- Desglosar el KPI por tipo de servicio, canal y zona para identificar palancas de precio y mix.
- Detectar segmentos por debajo del promedio global y revisar políticas de descuento, empaquetado y tiempos de ciclo.
- Establecer metas por equipo/segmento acordes a su promedio histórico y ajustar capacidad según la demanda observada.
- Incorporar la serie temporal del KPI para monitorear estacionalidad y el impacto de promociones o cambios operativos.
- Añadir métricas de dispersión (mediana, p25–p75) y controlar outliers para evitar decisiones basadas en promedios distorsionados.
- Vincular el KPI con margen bruto por job para que las decisiones de pricing y capacidad maximicen contribución y no solo volumen.

Espero que esta información sea útil para la toma de decisiones. Quedo a disposición para profundizar o apoyar en el diseño de acciones específicas.","{
  ""kpi_name"": ""kpi_avg_sales_volume_global"",
  ""columns"": [
    ""total_jobs_global"",
    ""total_sales_global"",
    ""avg_sales_volume_global""
  ],
  ""type"": ""multi_value"",
  ""stats"": {
    ""total_jobs_global"": {
      ""min"": 4679.0,
      ""max"": 4679.0,
      ""mean"": 4679.0,
      ""median"": 4679.0,
      ""std"": 0.0,
      ""type"": ""sum_total""
    },
    ""total_sales_global"": {
      ""min"": 43194716.59,
      ""max"": 43194716.59,
      ""mean"": 43194716.59,
      ""median"": 43194716.59,
      ""std"": 0.0,
      ""type"": ""sum_total""
    },
    ""avg_sales_volume_global"": {
      ""min"": 9231.61,
      ""max"": 9231.61,
      ""mean"": 9231.61,
      ""median"": 9231.61,
      ""std"": 0.0,
      ""type"": ""average""
    }
  },
  ""reference_metric"": ""median""
}"
207ac83b-258c-4e55-aaa5-5004eb42b681,2025-10-22T05:19:38.196985+00:00,2025-10-22T05:21:16.166655+00:00,execution_accuracy,incorrect,0.0,La diferencia entre los valores es mayor al 40%.,2585,1018,¿Cuáles son los benchmarks de industria?,"KPI: Volumen de ventas promedio — Estado y plan

Estado actual
- No reportable aún. No se ha validado la definición del KPI ni se ha ejecutado la consulta sobre clean.fct_sales. Sin estas definiciones, cualquier cifra carecería de validez.

Definición propuesta (para aprobación)
- Métrica: Monto neto de ventas cerradas en USD, excluyendo cancelaciones, devoluciones y descuentos, y sin impuestos indirectos. Si existen múltiples monedas, convertir a USD al tipo de cambio de la fecha de la venta.
- Periodicidad de reporte:
  - Operativo: promedio diario del mes en curso.
  - Tendencia: promedio mensual en ventana móvil de 6 meses.
- Convención de promedio: usar días calendario para comparabilidad entre meses.

Metodología de cálculo
- Fuente: clean.fct_sales.
- Filtros mínimos: ventas con estado finalizado/cerrado; excluir registros cancelados o devueltos; deduplicar por ID de transacción/pedido.
- Cálculo del neto: neto = bruto − descuentos − devoluciones (excluyendo impuestos indirectos si están disponibles como campos separados).
- Cómputo:
  - Diario: sumar neto por día; promedio del período = sumatorio diario / número de días calendario del período.
  - Mensual: sumar neto por mes; promedio móvil = promedio simple de los meses en la ventana definida.

Controles de calidad
- Completitud de fechas (sin días o meses faltantes).
- Detección de outliers (por encima de P99/P01) y revisión de picos por cargas atrasadas o errores.
- Reconciliación de devoluciones vs. ventas del período (efecto cruzado intermensual).
- Verificación de duplicados y consistencia de moneda/zonas horarias.

Publicación y alertas
- Publicar en el dashboard principal con definición visible en el tooltip/diccionario de datos.
- Configurar alerta cuando la variación del promedio mensual supere ±5% versus el promedio móvil de 3 meses.

Nota sobre contexto sectorial
- La afirmación “el sector está estancado en ventas” no cuenta aquí con evidencia citada. Se sugiere omitirla del reporte o incluir fuente verificable. Si se confirma estancamiento, elevar la cadencia de monitoreo a semanal.

Recomendaciones accionables
- Aprobación de definición y ventana de análisis esta semana y registro en el diccionario de datos.
- Automatizar el cálculo con los controles de calidad indicados y activar la alerta de ±5% versus 3M para el cierre del próximo ciclo de reporte.

Espero que esta información sea útil para la toma de decisiones. Quedo a disposición para profundizar o apoyar en el diseño de acciones específicas.","{
  ""kpi_name"": ""industry_benchmarks"",
  ""columns"": [
    ""sector"",
    ""gdp_growth_pct"",
    ""sales_growth_sector_pct"",
    ""avg_ticket_growth_sector_pct"",
    ""inflation_pct"",
    ""unemployment_pct"",
    ""reference_date""
  ],
  ""type"": ""multi_value"",
  ""stats"": {
    ""gdp_growth_pct"": {
      ""min"": 2.8,
      ""max"": 2.8,
      ""mean"": 2.8,
      ""median"": 2.8,
      ""std"": 0.0,
      ""type"": ""generic""
    },
    ""sales_growth_sector_pct"": {
      ""min"": -0.02,
      ""max"": -0.02,
      ""mean"": -0.02,
      ""median"": -0.02,
      ""std"": 0.0,
      ""type"": ""generic""
    },
    ""avg_ticket_growth_sector_pct"": {
      ""min"": 2.4,
      ""max"": 2.4,
      ""mean"": 2.4,
      ""median"": 2.4,
      ""std"": 0.0,
      ""type"": ""average""
    },
    ""inflation_pct"": {
      ""min"": 2.95,
      ""max"": 2.95,
      ""mean"": 2.95,
      ""median"": 2.95,
      ""std"": 0.0,
      ""type"": ""generic""
    },
    ""unemployment_pct"": {
      ""min"": 4.11,
      ""max"": 4.11,
      ""mean"": 4.11,
      ""median"": 4.11,
      ""std"": 0.0,
      ""type"": ""generic""
    }
  },
  ""reference_metric"": ""median""
}"
207ac83b-258c-4e55-aaa5-5004eb42b681,2025-10-22T05:19:38.196985+00:00,2025-10-22T05:21:16.166655+00:00,kpi_correctness,incorrect,0.0,La diferencia entre los valores es mayor al 40%.,2795,1133,¿Cuáles son los benchmarks de industria?,"KPI: Volumen de ventas promedio — Estado y plan

Estado actual
- No reportable aún. No se ha validado la definición del KPI ni se ha ejecutado la consulta sobre clean.fct_sales. Sin estas definiciones, cualquier cifra carecería de validez.

Definición propuesta (para aprobación)
- Métrica: Monto neto de ventas cerradas en USD, excluyendo cancelaciones, devoluciones y descuentos, y sin impuestos indirectos. Si existen múltiples monedas, convertir a USD al tipo de cambio de la fecha de la venta.
- Periodicidad de reporte:
  - Operativo: promedio diario del mes en curso.
  - Tendencia: promedio mensual en ventana móvil de 6 meses.
- Convención de promedio: usar días calendario para comparabilidad entre meses.

Metodología de cálculo
- Fuente: clean.fct_sales.
- Filtros mínimos: ventas con estado finalizado/cerrado; excluir registros cancelados o devueltos; deduplicar por ID de transacción/pedido.
- Cálculo del neto: neto = bruto − descuentos − devoluciones (excluyendo impuestos indirectos si están disponibles como campos separados).
- Cómputo:
  - Diario: sumar neto por día; promedio del período = sumatorio diario / número de días calendario del período.
  - Mensual: sumar neto por mes; promedio móvil = promedio simple de los meses en la ventana definida.

Controles de calidad
- Completitud de fechas (sin días o meses faltantes).
- Detección de outliers (por encima de P99/P01) y revisión de picos por cargas atrasadas o errores.
- Reconciliación de devoluciones vs. ventas del período (efecto cruzado intermensual).
- Verificación de duplicados y consistencia de moneda/zonas horarias.

Publicación y alertas
- Publicar en el dashboard principal con definición visible en el tooltip/diccionario de datos.
- Configurar alerta cuando la variación del promedio mensual supere ±5% versus el promedio móvil de 3 meses.

Nota sobre contexto sectorial
- La afirmación “el sector está estancado en ventas” no cuenta aquí con evidencia citada. Se sugiere omitirla del reporte o incluir fuente verificable. Si se confirma estancamiento, elevar la cadencia de monitoreo a semanal.

Recomendaciones accionables
- Aprobación de definición y ventana de análisis esta semana y registro en el diccionario de datos.
- Automatizar el cálculo con los controles de calidad indicados y activar la alerta de ±5% versus 3M para el cierre del próximo ciclo de reporte.

Espero que esta información sea útil para la toma de decisiones. Quedo a disposición para profundizar o apoyar en el diseño de acciones específicas.","{
  ""kpi_name"": ""industry_benchmarks"",
  ""columns"": [
    ""sector"",
    ""gdp_growth_pct"",
    ""sales_growth_sector_pct"",
    ""avg_ticket_growth_sector_pct"",
    ""inflation_pct"",
    ""unemployment_pct"",
    ""reference_date""
  ],
  ""type"": ""multi_value"",
  ""stats"": {
    ""gdp_growth_pct"": {
      ""min"": 2.8,
      ""max"": 2.8,
      ""mean"": 2.8,
      ""median"": 2.8,
      ""std"": 0.0,
      ""type"": ""generic""
    },
    ""sales_growth_sector_pct"": {
      ""min"": -0.02,
      ""max"": -0.02,
      ""mean"": -0.02,
      ""median"": -0.02,
      ""std"": 0.0,
      ""type"": ""generic""
    },
    ""avg_ticket_growth_sector_pct"": {
      ""min"": 2.4,
      ""max"": 2.4,
      ""mean"": 2.4,
      ""median"": 2.4,
      ""std"": 0.0,
      ""type"": ""average""
    },
    ""inflation_pct"": {
      ""min"": 2.95,
      ""max"": 2.95,
      ""mean"": 2.95,
      ""median"": 2.95,
      ""std"": 0.0,
      ""type"": ""generic""
    },
    ""unemployment_pct"": {
      ""min"": 4.11,
      ""max"": 4.11,
      ""mean"": 4.11,
      ""median"": 4.11,
      ""std"": 0.0,
      ""type"": ""generic""
    }
  },
  ""reference_metric"": ""median""
}"
b83528c9-1cf9-4fb0-9d8f-1c59df400495,2025-10-22T05:21:47.848590+00:00,2025-10-22T05:23:32.905797+00:00,execution_accuracy,correct,1.0,"La respuesta del modelo es correcta, ya que la diferencia entre los valores numéricos es menor al 20%.",2421,402,¿Cuál es el closing rate por ciudad?,"Resultados oficiales (kpi_closing_rate por ciudad)
- las vegas: 23.00% (2,526/10,984)
- san diego: 9.72% (461/4,743)
- phoenix: 7.37% (134/1,817)
- denver: 5.81% (252/4,336)
- santa clara: 3.93% (34/865)

Hallazgos clave (basados en datos)
- Promedio del conjunto: 14.98% (3,407 cierres sobre 22,745 leads). Solo Las Vegas está por encima de la media.
- Las Vegas concentra el 48% de los leads y el 74% de los cierres; su tasa (23.00%) supera en +8.0 pp la media, confirmando mayor eficiencia.
- San Diego (9.72%) y Phoenix (7.37%) operan en rango medio-bajo; Denver (5.81%) está rezagado; Santa Clara (3.93%) es crítico por baja conversión y bajo volumen.
- Sensibilidad para priorización: +1 pp en closing_rate generaría aprox. +110 cierres en Las Vegas, +47 en San Diego, +43 en Denver, +18 en Phoenix y +9 en Santa Clara.

Conclusión
- El mercado más eficiente y con mayor impacto incremental hoy es Las Vegas; el mayor potencial de mejora por volumen está en San Diego y Denver; Santa Clara requiere correcciones de fondo en el funnel. Estas conclusiones se sustentan en tasas de cierre y tamaños de muestra por ciudad.

Recomendaciones accionables
- Las Vegas: ampliar capacidad (horarios, headcount, cobertura) para sostener SLA de primer contacto <5 min y cadencia de 5 intentos en 48 h; objetivo: mantener ≥22% de closing_rate al crecer leads (+10% QoQ).
- San Diego y Phoenix y Denver: estandarizar playbook de cualificación y follow-up (SLA <10 min, 5–7 toques omnicanal en 7 días, scripts y objection handling); objetivo: +3 pp en 4–6 semanas.
- Santa Clara: auditoría del funnel en 2 semanas (por etapa y por canal); test A/B de oferta/incentivos y resegmentación; meta inicial: 3.93% → 7% en 60 días o pausar canales sub-ROI.
- Monitoreo semanal: closing_rate, total_leads y total_conversions por ciudad y canal, con alertas si varía ±2 pp vs la media móvil de 4 semanas.
- NUEVO — Desagregación por fuente y equipo: medir closing_rate por canal de adquisición y por vendedor para identificar diferencias de calidad/ejecución; re-asignar 10–15% del presupuesto y del capacity desde ciudades/canales sub-ROI hacia Las Vegas y la mejor fuente en San Diego.

Espero que esta información sea útil para la toma de decisiones. Quedo a disposición para profundizar o apoyar en el diseño de acciones específicas.","Resultado oficial del KPI kpi_closing_rate (closing_rate_pct por ciudad, con leads y conversiones):

- las vegas: 23.00%; total_leads 10,984; total_conversions 2,526.
- san diego: 9.72%; 4,743; 461.
- phoenix: 7.37%; 1,817; 134.
- denver: 5.81%; 4,336; 252.
- santa clara: 3.93%; 865; 34.

Interpretación: la tasa de cierre más alta es las vegas con 23.00% (2,526/10,984). La más baja es santa clara con 3.93% (34/865). san diego, phoenix y denver se sitúan intermedias con 9.72%, 7.37% y 5.81%, respectivamente."
b83528c9-1cf9-4fb0-9d8f-1c59df400495,2025-10-22T05:21:47.848590+00:00,2025-10-22T05:23:32.905797+00:00,kpi_correctness,correct,1.0,La diferencia entre los valores numéricos es menor al 20%.,3585,733,¿Cuál es el closing rate por ciudad?,"Resultados oficiales (kpi_closing_rate por ciudad)
- las vegas: 23.00% (2,526/10,984)
- san diego: 9.72% (461/4,743)
- phoenix: 7.37% (134/1,817)
- denver: 5.81% (252/4,336)
- santa clara: 3.93% (34/865)

Hallazgos clave (basados en datos)
- Promedio del conjunto: 14.98% (3,407 cierres sobre 22,745 leads). Solo Las Vegas está por encima de la media.
- Las Vegas concentra el 48% de los leads y el 74% de los cierres; su tasa (23.00%) supera en +8.0 pp la media, confirmando mayor eficiencia.
- San Diego (9.72%) y Phoenix (7.37%) operan en rango medio-bajo; Denver (5.81%) está rezagado; Santa Clara (3.93%) es crítico por baja conversión y bajo volumen.
- Sensibilidad para priorización: +1 pp en closing_rate generaría aprox. +110 cierres en Las Vegas, +47 en San Diego, +43 en Denver, +18 en Phoenix y +9 en Santa Clara.

Conclusión
- El mercado más eficiente y con mayor impacto incremental hoy es Las Vegas; el mayor potencial de mejora por volumen está en San Diego y Denver; Santa Clara requiere correcciones de fondo en el funnel. Estas conclusiones se sustentan en tasas de cierre y tamaños de muestra por ciudad.

Recomendaciones accionables
- Las Vegas: ampliar capacidad (horarios, headcount, cobertura) para sostener SLA de primer contacto <5 min y cadencia de 5 intentos en 48 h; objetivo: mantener ≥22% de closing_rate al crecer leads (+10% QoQ).
- San Diego y Phoenix y Denver: estandarizar playbook de cualificación y follow-up (SLA <10 min, 5–7 toques omnicanal en 7 días, scripts y objection handling); objetivo: +3 pp en 4–6 semanas.
- Santa Clara: auditoría del funnel en 2 semanas (por etapa y por canal); test A/B de oferta/incentivos y resegmentación; meta inicial: 3.93% → 7% en 60 días o pausar canales sub-ROI.
- Monitoreo semanal: closing_rate, total_leads y total_conversions por ciudad y canal, con alertas si varía ±2 pp vs la media móvil de 4 semanas.
- NUEVO — Desagregación por fuente y equipo: medir closing_rate por canal de adquisición y por vendedor para identificar diferencias de calidad/ejecución; re-asignar 10–15% del presupuesto y del capacity desde ciudades/canales sub-ROI hacia Las Vegas y la mejor fuente en San Diego.

Espero que esta información sea útil para la toma de decisiones. Quedo a disposición para profundizar o apoyar en el diseño de acciones específicas.","Resultado oficial del KPI kpi_closing_rate (closing_rate_pct por ciudad, con leads y conversiones):

- las vegas: 23.00%; total_leads 10,984; total_conversions 2,526.
- san diego: 9.72%; 4,743; 461.
- phoenix: 7.37%; 1,817; 134.
- denver: 5.81%; 4,336; 252.
- santa clara: 3.93%; 865; 34.

Interpretación: la tasa de cierre más alta es las vegas con 23.00% (2,526/10,984). La más baja es santa clara con 3.93% (34/865). san diego, phoenix y denver se sitúan intermedias con 9.72%, 7.37% y 5.81%, respectivamente."
f75b1c7e-99f8-439f-a2f5-457a69522db8,2025-10-22T05:24:08.725198+00:00,2025-10-22T05:25:31.250777+00:00,execution_accuracy,incorrect,0.0,La diferencia entre los valores es mayor al 40%.,2334,664,¿Cuál es el promedio de ventas por ciudad?,"Estado del KPI
- avg_sale_volume: No disponible. La consulta del KPI devolvió 0 filas, por lo que no es posible calcular el valor.

Causa observada y sustento
- La ausencia de resultados indica que, con los filtros aplicados (periodo/ciudad) y la fuente definida en la capa semántica, no se obtuvo ningún registro desde el esquema clean. Esto respalda la conclusión de “No disponible”.

Diagnóstico probable
- Filtros restrictivos (rango de fechas o ciudad) que excluyen todas las transacciones.
- Datos faltantes o particiones recientes no cargadas en clean.fct_sales.
- Definición/joins de la métrica en la capa semántica que eliminan filas (fuente, periodo por defecto, filtros por defecto).

Validaciones inmediatas (en orden y con criterios de éxito)
- Presencia de datos base:
  - SELECT COUNT(*), MIN(order_date), MAX(order_date) FROM clean.fct_sales;
  - Criterio: COUNT(*) > 0 y el rango MIN/MAX cubre el periodo esperado.
- Cardinalidad de ubicaciones:
  - SELECT COUNT(DISTINCT city) FROM clean.fct_sales;
  - Criterio: > 0.
- Cálculo directo sin capa semántica ni filtros de ciudad:
  - SELECT AVG(sale_volume) FROM clean.fct_sales WHERE order_date BETWEEN <inicio> AND <fin>;
  - Criterio: devuelve un valor numérico; si es así, el problema está en filtros/joins de la capa semántica.
- Revisión de la definición del KPI en ai.*:
  - Confirmar fuente, joins, periodo por defecto y filtros aplicados; reintentar sin filtro de ciudad.
- Normalización de ubicaciones antes de agrupar:
  - Estandarizar city/state y remover ZIP/variantes que fragmenten la agregación.
- Operación correctiva si faltan datos:
  - Recargar/rehidratar particiones recientes y reintentar.

Criterio de salida
- El KPI se considera recuperado cuando la consulta retorna un valor numérico distinto de NULL para el periodo especificado.

Necesario para recalcular de inmediato
- Confirmar periodo (p. ej., YTD o últimos 90 días) y granularidad (global o por ciudad).

Recomendaciones accionables
- Definir y documentar la semántica de avg_sale_volume (fuente, nivel de agregación, periodo y filtros por defecto) y añadir una prueba unitaria que falle si la consulta devuelve 0 filas.
- Implementar un monitoreo diario que alerte cuando COUNT(*) por día en clean.fct_sales sea 0 o falten particiones de los últimos N días.

Espero que esta información sea útil para la toma de decisiones. Quedo a disposición para profundizar o apoyar en el diseño de acciones específicas.","{
  ""kpi_name"": ""kpi_avg_sales_volume"",
  ""columns"": [
    ""city"",
    ""n_sales"",
    ""total_sales"",
    ""avg_sale_volume""
  ],
  ""type"": ""multi_value"",
  ""stats"": {
    ""n_sales"": {
      ""min"": 17.0,
      ""max"": 3324.0,
      ""mean"": 779.8333,
      ""median"": 299.5,
      ""std"": 1156.26,
      ""type"": ""generic""
    },
    ""total_sales"": {
      ""min"": 164482.88,
      ""max"": 27992983.11,
      ""mean"": 7199119.4317,
      ""median"": 2997683.65,
      ""std"": 9656927.0234,
      ""type"": ""sum_total""
    },
    ""avg_sale_volume"": {
      ""min"": 7931.04,
      ""max"": 12406.31,
      ""mean"": 10106.865,
      ""median"": 10346.505,
      ""std"": 1583.7411,
      ""type"": ""average""
    }
  },
  ""reference_metric"": ""median""
}"
f75b1c7e-99f8-439f-a2f5-457a69522db8,2025-10-22T05:24:08.725198+00:00,2025-10-22T05:25:31.250777+00:00,kpi_correctness,incorrect,0.0,La diferencia entre la salida y la referencia es mayor al 40%.,2596,1018,¿Cuál es el promedio de ventas por ciudad?,"Estado del KPI
- avg_sale_volume: No disponible. La consulta del KPI devolvió 0 filas, por lo que no es posible calcular el valor.

Causa observada y sustento
- La ausencia de resultados indica que, con los filtros aplicados (periodo/ciudad) y la fuente definida en la capa semántica, no se obtuvo ningún registro desde el esquema clean. Esto respalda la conclusión de “No disponible”.

Diagnóstico probable
- Filtros restrictivos (rango de fechas o ciudad) que excluyen todas las transacciones.
- Datos faltantes o particiones recientes no cargadas en clean.fct_sales.
- Definición/joins de la métrica en la capa semántica que eliminan filas (fuente, periodo por defecto, filtros por defecto).

Validaciones inmediatas (en orden y con criterios de éxito)
- Presencia de datos base:
  - SELECT COUNT(*), MIN(order_date), MAX(order_date) FROM clean.fct_sales;
  - Criterio: COUNT(*) > 0 y el rango MIN/MAX cubre el periodo esperado.
- Cardinalidad de ubicaciones:
  - SELECT COUNT(DISTINCT city) FROM clean.fct_sales;
  - Criterio: > 0.
- Cálculo directo sin capa semántica ni filtros de ciudad:
  - SELECT AVG(sale_volume) FROM clean.fct_sales WHERE order_date BETWEEN <inicio> AND <fin>;
  - Criterio: devuelve un valor numérico; si es así, el problema está en filtros/joins de la capa semántica.
- Revisión de la definición del KPI en ai.*:
  - Confirmar fuente, joins, periodo por defecto y filtros aplicados; reintentar sin filtro de ciudad.
- Normalización de ubicaciones antes de agrupar:
  - Estandarizar city/state y remover ZIP/variantes que fragmenten la agregación.
- Operación correctiva si faltan datos:
  - Recargar/rehidratar particiones recientes y reintentar.

Criterio de salida
- El KPI se considera recuperado cuando la consulta retorna un valor numérico distinto de NULL para el periodo especificado.

Necesario para recalcular de inmediato
- Confirmar periodo (p. ej., YTD o últimos 90 días) y granularidad (global o por ciudad).

Recomendaciones accionables
- Definir y documentar la semántica de avg_sale_volume (fuente, nivel de agregación, periodo y filtros por defecto) y añadir una prueba unitaria que falle si la consulta devuelve 0 filas.
- Implementar un monitoreo diario que alerte cuando COUNT(*) por día en clean.fct_sales sea 0 o falten particiones de los últimos N días.

Espero que esta información sea útil para la toma de decisiones. Quedo a disposición para profundizar o apoyar en el diseño de acciones específicas.","{
  ""kpi_name"": ""kpi_avg_sales_volume"",
  ""columns"": [
    ""city"",
    ""n_sales"",
    ""total_sales"",
    ""avg_sale_volume""
  ],
  ""type"": ""multi_value"",
  ""stats"": {
    ""n_sales"": {
      ""min"": 17.0,
      ""max"": 3324.0,
      ""mean"": 779.8333,
      ""median"": 299.5,
      ""std"": 1156.26,
      ""type"": ""generic""
    },
    ""total_sales"": {
      ""min"": 164482.88,
      ""max"": 27992983.11,
      ""mean"": 7199119.4317,
      ""median"": 2997683.65,
      ""std"": 9656927.0234,
      ""type"": ""sum_total""
    },
    ""avg_sale_volume"": {
      ""min"": 7931.04,
      ""max"": 12406.31,
      ""mean"": 10106.865,
      ""median"": 10346.505,
      ""std"": 1583.7411,
      ""type"": ""average""
    }
  },
  ""reference_metric"": ""median""
}"
